Item,MLS # Link,Status,Area,Address,Unit Number,Subdivision/Complex,List Price,#Beds,#FBaths,#HBaths,SqFt Liv Area, Association Fee ,Type of Property,Year Built,#Garage Spaces,Pool YN,Waterfront Property (Y/N), CurrentPrice/SqFt ,Entry Date,Days on Market,Propety Type,Rent Period,Furnished Info (List)
1,A10210990,A,41,495 Brickell Avenue   ,2808,Icon Brickell,"$2,600 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $3.55 ,1/20/2017 15:14,54,For Rent,Month,Furnished
1,A10204794,A,41,495 Brickell Avenue   ,3108,Icon Brickell,"$2,200 ",1,1,0,732,,Condo,2009,1,No,Yes, $3.01 ,1/10/2017 20:15,64,For Rent,Month,Unfurnished
1,A10180592,A,41,495 Brickell Avenue   ,3308,Icon Brickell,"$3,000 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $4.10 ,11/16/2016 23:14,119,For Rent,Month,Furnished
1,A10228830,A,41,495 Brickell Avenue   ,4409,Icon Brickell,"$2,995 ",1,1,0,"1,035",,Condo,2009,1,Yes,Yes, $2.89 ,2/21/2017 12:28,22,For Rent,Month,Furnished
1,A10191997,A,41,495 Brickell Avenue   ,5406,Icon Brickell,"$2,800 ",1,1,0,732,,Condo,2009,1,No,Yes, $3.83 ,12/12/2016 10:21,93,For Rent,Month,Furnished
1,A10239066,A,41,495 Brickell Avenue   ,5506,Icon Brickell,"$2,000 ",1,1,0,732,,Condo,2009,1,Yes,No, $2.73 ,3/10/2017 9:21,5,For Rent,Year,Unfurnished
1,A10110210,A,41,495 Brickell Avenue   ,1806,Icon Brickell,"$2,300 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $3.14 ,8/3/2016 10:58,232,For Rent,Year,Unfurnished
1,A10101599,A,41,475 Brickell Avenue,2714,Icon Brickell,"$2,900 ",1,1,1,947,,Condo,2008,1,Yes,Yes, $3.06 ,6/16/2016 16:36,272,For Rent,Month,Furnished
1,A10169921,A,41,465 Brickell Avenue,3602,Icon Brickell,"$4,500 ",2,2,0,"1,269",,Condo,2008,0,Yes,Yes, $3.55 ,10/27/2016 13:18,139,For Rent,Month,Furnished
1,A10229125,A,41,465 Brickell Avenue,5105,Icon Brickell,"$4,500 ",2,2,0,"1,313",,Condo,2008,1,Yes,Yes, $3.43 ,2/21/2017 16:02,22,For Rent,Month,Furnished
1,A10132666,A,41,465 Brickell Avenue,4802,Icon Brickell,"$4,400 ",2,2,0,"1,433",,Condo,2008,1,Yes,Yes, $3.07 ,8/15/2016 17:55,104,For Rent,Month,Furnished
1,A10209931,A,41,465 Brickell Avenue,1402,Icon Brickell,"$4,300 ",2,2,0,"1,269",,Condo,2008,1,Yes,Yes, $3.39 ,1/20/2017 11:41,55,For Rent,Year,Unfurnished
1,A10069405,A,41,465 Brickell Avenue,2102,Icon Brickell,"$4,200 ",2,2,0,"1,433",,Condo,2008,1,Yes,Yes, $2.93 ,4/19/2016 11:46,330,For Rent,Month,Furnished
1,A10209405,A,41,465 Brickell Avenue,5005,Icon Brickell,"$3,900 ",2,2,0,"1,503",,Condo,2008,1,Yes,Yes, $2.59 ,1/30/2017 13:13,42,For Rent,Year,Unfurnished
1,A10228933,A,41,465 Brickell Avenue,3802,Icon Brickell,"$3,900 ",2,2,0,"1,269",,Condo,2008,1,Yes,Yes, $3.07 ,2/21/2017 13:49,23,For Rent,Month,Unfurnished
1,A10136586,A,41,465 Brickell Avenue,2702,Icon Brickell,"$3,600 ",2,2,0,"1,269",,Condo,2009,1,Yes,Yes, $2.84 ,8/23/2016 10:59,204,For Rent,Year,Furnished
1,A10237595,A,41,465 Brickell Avenue,1602,Icon Brickell,"$3,250 ",2,2,0,"1,269",,Condo,2008,1,Yes,Yes, $2.56 ,3/8/2017 9:44,9,For Rent,Month,Unfurnished
1,A10235952,A,41,475 Brickell Avenue,4915,Icon Brickell,"$5,000 ",2,2,0,"1,168",,Condo,,1,Yes,No, $4.28 ,3/6/2017 10:22,9,For Rent,Year,Furnished
1,A10158330,A,41,475 Brickell Avenue,1609,Icon Brickell,"$4,500 ",2,2,0,"1,167",,Condo,2008,1,Yes,No, $3.86 ,10/5/2016 1:37,162,For Rent,Year,Furnished
1,A10170719,A,41,475 Brickell Avenue,3207,Icon Brickell,"$3,900 ",2,2,0,"1,467",,Condo,2008,0,Yes,Yes, $2.66 ,10/28/2016 17:33,245,For Rent,Month,Furnished
1,A10171367,A,41,475 Brickell Avenue,3909,Icon Brickell,"$3,900 ",2,2,0,"1,467",,Condo,,1,Yes,Yes, $2.66 ,10/31/2016 12:37,135,For Rent,Month,Furnished
1,A10200885,A,41,475 Brickell Avenue,1807,Icon Brickell,"$3,750 ",2,2,0,"1,290",,Condo,2008,1,Yes,Yes, $2.91 ,1/4/2017 10:23,70,For Rent,Year,Unfurnished
1,A10119913,A,41,475 Brickell Avenue,3115,Icon Brickell,"$3,700 ",2,2,0,"1,168",,Condo,2008,1,Yes,Yes, $3.17 ,7/22/2016 1:08,236,For Rent,Year,Unfurnished
1,A10230690,A,41,475 Brickell Avenue,4107,Icon Brickell,"$3,650 ",2,2,0,"1,461",,Condo,2010,1,No,No, $2.50 ,2/23/2017 19:29,20,For Rent,Month,Unfurnished
1,A10213114,A,41,475 Brickell Avenue,4515,Icon Brickell,"$3,600 ",2,2,0,"1,168",,Condo,2008,1,Yes,Yes, $3.08 ,1/24/2017 17:46,50,For Rent,Year,Unfurnished
1,A10205153,A,32,475 Brickell Avenue,4115,Icon Brickell,"$3,500 ",2,2,0,"1,168",,Condo,2008,1,No,No, $3.00 ,1/11/2017 13:09,68,For Rent,Month,Unfurnished
1,A10074751,A,41,475 Brickell Avenue,1915,Icon Brickell,"$3,200 ",2,2,0,"1,300",,Condo,2008,1,Yes,No, $2.46 ,4/28/2016 16:05,321,For Rent,Month,Unfurnished
1,A10209225,A,41,475 Brickell Avenue,3313,Icon Brickell,"$3,100 ",2,2,0,"1,012",,Condo,2008,1,Yes,Yes, $3.06 ,1/18/2017 13:00,56,For Rent,Month,Unfurnished
1,A10241695,A,41,475 Brickell Avenue,3615,Icon Brickell,"$3,100 ",2,2,0,"1,168",,Condo,2008,1,Yes,Yes, $2.65 ,3/15/2017 10:55,0,For Rent,Month,Unfurnished
1,A10203120,A,41,475 Brickell Avenue,1713,Icon Brickell,"$2,550 ",2,2,0,"1,012",,Condo,2008,1,No,No, $2.52 ,1/8/2017 20:43,66,For Rent,Year,Unfurnished
1,A10158845,A,41,485 Brickell Avenue   ,3108,Icon Brickell,"$4,500 ",2,2,0,"1,459",,Condo,2009,0,Yes,Yes, $3.08 ,10/4/2016 17:14,162,For Rent,Year,Furnished
1,A10018364,A,41,485 Brickell Avenue   ,3304,Icon Brickell,"$4,000 ",2,2,0,"1,286",,Condo,2009,0,Yes,Yes, $3.11 ,2/3/2016 14:48,406,For Rent,Month,Furnished
1,A10158000,A,41,485 Brickell Avenue   ,4804,Icon Brickell,"$4,000 ",2,2,0,"1,286",,Condo,2009,0,Yes,Yes, $3.11 ,10/3/2016 15:18,163,For Rent,Month,Furnished
1,A10197674,A,41,485 Brickell Avenue   ,1908,Icon Brickell,"$4,500 ",2,2,0,"1,459",,Condo,2009,0,Yes,Yes, $3.08 ,12/30/2016 18:09,81,For Rent,Month,Furnished
1,A10204448,A,41,485 Brickell Avenue   ,2102,Icon Brickell,"$4,000 ",2,2,0,"1,386",,Condo,2009,1,Yes,Yes, $2.89 ,1/11/2017 16:55,64,For Rent,Month,Furnished
1,A10208718,A,41,485 Brickell Avenue   ,2404,Icon Brickell,"$4,500 ",2,2,0,"1,286",,Condo,2009,0,No,Yes, $3.50 ,1/17/2017 15:48,58,For Rent,Year,Furnished
1,A10108563,A,41,485 Brickell Avenue   ,2502,Icon Brickell,"$3,950 ",2,2,0,"1,386",,Condo,2009,1,Yes,Yes, $2.85 ,6/30/2016 12:58,261,For Rent,Month,Furnished
1,A10052858,A,41,485 Brickell Avenue   ,2508,Icon Brickell,"$4,000 ",2,2,0,"1,459",,Condo,2009,1,Yes,Yes, $2.74 ,3/18/2016 14:56,226,For Rent,Year,Furnished
1,A10189803,A,41,485 Brickell Avenue   ,2610,Icon Brickell,"$5,000 ",2,2,0,"1,347",,Condo,2009,1,Yes,Yes, $3.71 ,12/13/2016 18:41,92,For Rent,Year,Furnished
1,A10241932,A,41,485 Brickell Avenue   ,2710,Icon Brickell,"$7,500 ",2,2,0,"1,750",,Condo,2008,0,No,Yes, $4.29 ,3/15/2017 14:12,0,For Rent,Month,Furnished
1,A10073174,A,41,485 Brickell Avenue   ,2802,Icon Brickell,"$5,000 ",2,2,0,"1,386",,Condo,2009,1,Yes,Yes, $3.61 ,4/26/2016 12:18,323,For Rent,Month,Furnished
1,A10106400,A,41,485 Brickell Avenue   ,2804,Icon Brickell,"$5,000 ",2,2,0,"1,286",,Condo,2009,0,Yes,Yes, $3.89 ,6/27/2016 10:25,261,For Rent,Year,Furnished
1,A10234109,A,41,485 Brickell Avenue   ,3810,Icon Brickell,"$5,000 ",2,2,0,"1,347",,Condo,2009,0,No,Yes, $3.71 ,3/2/2017 14:37,13,For Rent,Month,Furnished
1,A10068594,A,41,485 Brickell Avenue   ,4204,Icon Brickell,"$4,500 ",2,2,0,"1,286",,Condo,2009,1,Yes,Yes, $3.50 ,4/18/2016 13:05,331,For Rent,Month,Furnished
1,A10231641,A,41,485 Brickell Avenue   ,4702,Icon Brickell,"$5,500 ",2,2,0,"1,386",,Condo,2009,1,Yes,No, $3.97 ,2/26/2017 15:28,17,For Rent,Month,Furnished
1,A2084428,A,41,485 Brickell Avenue   ,2902,Icon Brickell,"$5,000 ",2,2,0,"1,386",,Condo,2009,0,Yes,Yes, $3.61 ,3/10/2015 16:30,699,For Rent,Month,Furnished
1,A10213600,A,41,495 Brickell Avenue   ,1511,Icon Brickell,"$3,790 ",2,2,0,"1,255",,Condo,2010,1,Yes,Yes, $3.02 ,1/25/2017 14:19,49,For Rent,Year,Unfurnished
1,A10228461,A,41,495 Brickell Avenue   ,2310,Icon Brickell,"$4,200 ",2,2,0,"1,255",,Condo,2009,1,Yes,Yes, $3.35 ,2/21/2017 10:04,23,For Rent,Year,Furnished
1,F10050005,A,41,495 Brickell Avenue   ,5004,Icon Brickell,"$3,500 ",2,2,0,"1,500",,Condo,2008,1,Yes,Yes, $2.33 ,1/27/2017 15:54,49,For Rent,Month,Unfurnished
1,A10192786,A,41,495 Brickell Avenue   ,5105,Icon Brickell,"$3,670 ",2,2,0,"1,450",,Condo,2009,1,Yes,Yes, $2.53 ,12/13/2016 11:48,93,For Rent,Month,Unfurnished
1,A10239224,A,41,495 Brickell Avenue   ,721,Icon Brickell,"$3,300 ",2,2,0,"1,390",,Condo,2009,1,Yes,Yes, $2.37 ,3/10/2017 12:07,5,For Rent,Month,Unfurnished
1,A10241945,A,41,495 Brickell Avenue   ,BAY520,Icon Brickell,"$3,850 ",2,2,0,"1,390",,Condo,2009,1,Yes,Yes, $2.77 ,3/15/2017 14:49,0,For Rent,Year,Furnished
1,A10235348,A,41,495 Brickell Avenue   ,1610,Icon Brickell,"$3,300 ",2,2,0,"1,327",,Condo,2009,1,Yes,Yes, $2.49 ,3/4/2017 10:53,12,For Rent,Year,Unfurnished
1,A10114380,A,41,495 Brickell Avenue   ,1904,Icon Brickell,"$3,100 ",2,2,0,"1,500",,Condo,2009,1,Yes,Yes, $2.07 ,7/13/2016 16:32,246,For Rent,Month,Unfurnished
1,A10226679,A,41,495 Brickell Avenue   ,2003,Icon Brickell,"$3,500 ",2,2,0,"1,518",,Condo,2009,1,No,Yes, $2.31 ,2/16/2017 14:23,27,For Rent,Month,Unfurnished
1,A10213870,A,41,495 Brickell Avenue   ,2210,Icon Brickell,"$3,350 ",2,2,0,"1,327",,Condo,2009,1,Yes,Yes, $2.52 ,1/25/2017 18:03,49,For Rent,Month,Part Furn
1,A10154109,A,41,495 Brickell Avenue   ,3502,Icon Brickell,"$3,650 ",2,2,0,"1,654",,Condo,2009,1,Yes,No, $2.21 ,9/26/2016 11:36,170,For Rent,Month,Unfurnished
1,A10241313,A,41,495 Brickell Avenue   ,3610,Icon Brickell,"$3,500 ",2,2,0,"1,327",,Condo,2009,1,Yes,Yes, $2.64 ,3/14/2017 16:07,11,For Rent,Month,Furnished
1,A10162779,A,41,495 Brickell Avenue   ,3611,Icon Brickell,"$4,200 ",2,2,0,"1,255",,Condo,2009,1,Yes,Yes, $3.35 ,10/18/2016 19:15,148,For Rent,Month,Furnished
1,A10236114,A,41,495 Brickell Avenue   ,3703,Icon Brickell,"$3,800 ",2,2,0,"1,518",,Condo,2009,1,Yes,Yes, $2.50 ,3/6/2017 12:12,14,For Rent,Year,Unfurnished
1,A10238723,A,41,495 Brickell Avenue   ,3802,Icon Brickell,"$3,950 ",2,2,0,"1,654",,Condo,2009,1,Yes,Yes, $2.39 ,3/9/2017 15:03,6,For Rent,Year,Unfurnished
1,A10229937,A,41,495 Brickell Avenue   ,403,Icon Brickell,"$3,150 ",2,2,0,"1,518",,Condo,2009,1,No,Yes, $2.08 ,2/22/2017 17:12,21,For Rent,Month,Unfurnished
1,A10227310,A,40,495 Brickell Avenue   ,4202,Icon Brickell,"$6,500 ",2,2,0,"1,654",,Condo,2009,1,Yes,Yes, $3.93 ,2/17/2017 15:55,26,For Rent,Month,Furnished
1,A10237410,A,41,495 Brickell Avenue   ,4310,Icon Brickell,"$3,400 ",2,2,0,"1,327",,Condo,2009,1,Yes,Yes, $2.56 ,3/7/2017 18:11,8,For Rent,Month,Unfurnished
1,A10201480,A,41,495 Brickell Avenue   ,4503,Icon Brickell,"$4,500 ",2,2,0,"1,518",,Condo,2009,1,Yes,Yes, $2.96 ,1/4/2017 22:04,70,For Rent,Month,Furnished
1,A10076973,A,42,495 Brickell Avenue   ,4510,Icon Brickell,"$4,900 ",2,2,0,"1,327",,Condo,2009,0,No,Yes, $3.69 ,5/9/2016 16:07,20,For Rent,Month,Furnished
1,A10164045,A,41,495 Brickell Avenue   ,4605,Icon Brickell,"$3,800 ",2,2,0,"1,450",,Condo,2009,1,Yes,Yes, $2.62 ,10/19/2016 13:31,147,For Rent,Year,Unfurnished
1,A10214863,A,41,495 Brickell Avenue   ,521,Icon Brickell,"$3,400 ",2,2,0,"1,390",,Condo,2009,1,Yes,Yes, $2.45 ,1/27/2017 11:38,47,For Rent,Year,Unfurnished
1,A10165758,A,41,495 Brickell Avenue   ,5411,Icon Brickell,"$3,800 ",2,2,0,"1,255",,Condo,2009,1,Yes,Yes, $3.03 ,10/19/2016 14:48,163,For Rent,Year,Unfurnished
1,A10240080,A,41,495 Brickell Avenue   ,Bay720,Icon Brickell,"$3,450 ",2,2,0,"1,327",,Condo,2008,1,Yes,Yes, $2.60 ,3/13/2017 9:29,2,For Rent,Year,Unfurnished
1,A10032079,A,41,495 Brickell Avenue   ,BAY921,Icon Brickell,"$3,500 ",2,2,0,"1,390",,Condo,2009,1,Yes,Yes, $2.52 ,2/10/2016 14:40,399,For Rent,Month,Furnished
1,A10223014,A,41,485 Brickell Avenue   ,3604,Icon Brickell,"$2,450 ",2,2,2,"1,286",,Condo,2009,0,Yes,No, $1.91 ,2/23/2017 16:59,42,For Rent,Week,Furnished
1,A10124325,A,41,485 Brickell Avenue   ,4610,Icon Brickell,"$3,750 ",2,2,2,"1,347",,Condo,2009,1,Yes,Yes, $2.78 ,7/31/2016 16:23,227,For Rent,Year,Furnished
1,A10173865,A,41,495 Brickell Avenue   ,4005,Icon Brickell,"$3,500 ",2,2,2,"1,450",,Condo,2009,1,Yes,Yes, $2.41 ,11/3/2016 22:55,125,For Rent,Year,Unfurnished
1,A10226733,A,41,495 Brickell Avenue   ,2101,Icon Brickell,"$5,500 ",3,2,0,"1,870",,Condo,2009,1,Yes,Yes, $2.94 ,2/16/2017 19:04,27,For Rent,Month,Unfurnished
1,A10224573,A,41,495 Brickell Avenue   ,2401,Icon Brickell,"$4,600 ",3,2,0,"1,870",,Condo,2009,2,Yes,Yes, $2.46 ,2/13/2017 15:45,30,For Rent,Year,Furnished
1,A10209344,A,41,495 Brickell Avenue   ,3301,Icon Brickell,"$6,500 ",3,2,0,"1,870",,Condo,2009,1,Yes,Yes, $3.48 ,1/18/2017 13:22,56,For Rent,Month,Furnished
1,A10202761,A,41,495 Brickell Avenue   ,3401,Icon Brickell,"$4,900 ",3,2,0,"1,870",,Condo,2009,1,Yes,Yes, $2.62 ,1/7/2017 10:15,67,For Rent,Year,Furnished
1,A10198133,A,41,495 Brickell Avenue   ,3903,Icon Brickell,"$4,400 ",3,2,0,"1,518",,Condo,2009,2,No,No, $2.90 ,12/27/2016 12:34,78,For Rent,Month,Furnished
1,A10142660,A,41,465 Brickell Avenue,601,Icon Brickell,"$9,000 ",3,2,1,"2,236",,Condo,2008,1,Yes,Yes, $4.03 ,9/11/2016 23:19,185,For Rent,Month,Unfurnished
1,A10189436,A,41,465 Brickell Avenue,5101,Icon Brickell,"$7,000 ",3,2,1,"2,044",,Condo,2008,1,Yes,Yes, $3.42 ,12/10/2016 11:42,102,For Rent,Month,Unfurnished
1,A10194496,A,41,465 Brickell Avenue,3301,Icon Brickell,"$6,000 ",3,2,1,"2,044",,Condo,2008,2,Yes,Yes, $2.94 ,12/16/2016 10:27,89,For Rent,Month,Furnished
1,A10099410,A,41,465 Brickell Avenue,401,Icon Brickell,"$5,000 ",3,2,1,"2,044",,Condo,2008,1,Yes,Yes, $2.45 ,6/13/2016 15:37,313,For Rent,Month,Unfurnished
1,A10222110,A,41,465 Brickell Avenue,PH5703,Icon Brickell,"$9,500 ",3,3,0,"1,996",,Condo,2008,1,Yes,Yes, $4.76 ,2/8/2017 17:15,37,For Rent,Month,Unfurnished
1,A10233624,A,41,495 Brickell Avenue   ,PH5705,Icon Brickell,"$8,500 ",3,3,0,"2,097",,Condo,2009,1,Yes,Yes, $4.05 ,3/1/2017 15:24,14,For Rent,Year,Unfurnished
